,name,host_name,host_location,host_response_time,host_is_superhost,host_listings_count,host_identity_verified,latitude,property_type,accommodates,bedrooms,price,maximum_nights,maximum_minimum_nights,maximum_maximum_nights,maximum_nights_avg_ntm,availability_60,availability_365,number_of_reviews_ltm,last_review,review_scores_cleanliness,review_scores_location,instant_bookable,calculated_host_listings_count_entire_homes,calculated_host_listings_count_shared_rooms
6449,Le Soyeux - T3 calme avec terrasse,Agence COCOONR / BOOK&PAY,"Rennes, France",,f,3535.0,t,45.7753521,Entire rental unit,4,2.0,149.0,365,5,365,365.0,23,93,1,2024-06-24,4.33,4.33,t,43,0
6450,Studio de charme Vieux Lyon - Lyon 5ème,Bastien,"Lyon, France",,f,84.0,t,45.7656222897089,Entire rental unit,2,0.0,45.0,365,2,365,362.5,39,245,35,2024-12-07,4.51,5.0,t,65,0
6451,"Duplex Florence, appartement climatisé avec garage",Laurent,"Toussieu, France",within an hour,f,1.0,t,45.7474528,Entire rental unit,6,2.0,79.0,60,3,1125,1125.0,40,70,8,2024-11-11,4.07,4.73,t,1,0
6452,T3 au coeur du triangle d'or,Audrey,"Montmélian, France",,f,1.0,t,45.74973,Entire rental unit,4,2.0,,365,2,365,365.0,0,0,0,2023-09-24,5.0,4.8,f,1,0
6453,Appartement avec juccuzzi au cœur des Brotteaux,Nourreddine,"Lyon, France",,f,1.0,t,45.765777027919,Entire rental unit,10,3.0,425.0,365,3,365,365.0,59,364,0,2023-04-10,4.0,5.0,f,1,0
6454,Chambre dans appartement,Myriame,"Lyon, France",,f,1.0,t,45.733511325008,Private room in casa particular,2,1.0,50.0,2,1,2,2.0,12,42,0,2023-10-06,5.0,4.6,f,0,0
6455,Très bel appartement coeur de la Presqu'Île 4pers.,WeHost,"Lyon, France",within an hour,f,53.0,t,45.7666286,Entire rental unit,4,1.0,88.0,90,3,90,90.0,46,76,17,2024-11-17,4.57,4.78,f,41,0
6456,Appartement lumineux avec balcon,Gaël,"Lyon, France",,f,1.0,t,45.73687,Entire rental unit,4,1.0,,365,1,365,365.0,0,0,0,2023-05-07,4.64,4.45,f,1,0
6457,Grand appartement rénové vue Rhône - 4 personnes,Salah,"Remire-Montjoly, French Guiana",,t,1.0,t,45.7756887,Entire rental unit,4,1.0,,90,4,90,90.0,0,0,8,2024-08-12,4.86,4.86,f,1,0
6458,Brotteaux 6eme - proche gare Part dieu,Elise,"Lyon, France",,f,1.0,t,45.76691,Entire rental unit,4,1.0,,365,3,365,365.0,0,0,0,2023-10-14,4.95,5.0,f,1,0
6459,"Charming studio with jacuzzi, heart of Presqu'île",Damien,"Lyon, France",,f,177.0,t,45.76257,Entire rental unit,2,0.0,82.0,365,1,999,999.0,42,131,54,2024-11-30,4.72,4.84,t,107,0
6460,Appartement avec balcon Lyon 8,Sabiré,"Lyon, France",,t,1.0,f,45.73497,Entire rental unit,2,1.0,,120,1,120,120.0,0,0,8,2024-08-11,4.97,4.65,f,1,0
6461,Agréable maison avec jardin et wifi. Proche centre,Flore,"Lyon, France",within an hour,f,1.0,t,45.72498,Entire townhouse,6,2.0,150.0,30,2,30,30.0,25,25,8,2024-11-23,4.38,4.57,f,1,0
6462,Appartement tout confort,Laurence,"Lyon, France",,f,1.0,t,45.75396,Entire rental unit,2,1.0,,4,4,4,4.0,0,0,0,,,,f,1,0
6463,Appartement T5 à Lyon 9 au pied des monts d'or,Emmanuel,"Lyon, France",within an hour,f,1.0,f,45.79951,Entire condo,9,3.0,216.0,365,2,365,365.0,47,167,0,2023-01-01,5.0,4.67,f,1,0
6464,Appartement proche métro avec parking,Jessica,"Lyon, France",within an hour,t,13.0,t,45.7685736,Entire rental unit,4,1.0,73.0,30,3,1125,1125.0,20,20,5,2024-10-23,4.78,4.72,f,8,0
6465,Entre Tête D’Or et Presqu’île,Laurent,,within an hour,f,1.0,t,45.7676759066598,Entire rental unit,4,1.0,160.0,365,2,365,365.0,3,7,1,2024-12-08,5.0,5.0,f,1,0
6466,Une chambre au calme avec bureau,Karen,"Lyon, France",within an hour,t,1.0,f,45.77821,Private room in casa particular,1,1.0,47.0,1125,1,1125,1125.0,15,119,19,2024-12-09,5.0,4.96,f,0,0
6467,Bel appartement à 5 minutes du centre-ville,Rémy,"Lyon, France",within an hour,f,1.0,t,45.75432,Entire rental unit,3,2.0,240.0,365,2,365,365.0,58,363,2,2024-12-08,5.0,4.5,f,1,0
6468,Studio entièrement rénové à 100m du métro,Bastien,"Lyon, France",within an hour,t,1.0,t,45.748505578661,Entire rental unit,2,0.0,67.0,45,2,1125,1125.0,33,50,63,2024-12-06,4.98,4.86,f,1,0
6469,Appartement de style Cordeliers-Jacobins,Aline,"Lyon, France",within an hour,f,62.0,t,45.7618859,Entire rental unit,3,1.0,104.0,90,1,1125,1125.0,55,217,89,2024-12-11,4.89,4.85,t,21,0
6470,"Lyon, superbe appartement la tête dans les nuages",Raphaël,,within an hour,t,4.0,t,45.7574594095457,Entire rental unit,2,1.0,66.0,7,2,7,7.0,29,55,88,2024-12-11,4.92,4.67,f,1,0
6471,"Très calme et lumineux, à deux pas du métro !",Cyril,"Lyon, France",,t,1.0,t,45.74561,Entire rental unit,2,1.0,,20,1,20,20.0,0,0,38,2024-06-26,4.83,4.83,f,1,0
6472,"Vieux Lyon, rue Saint Georges",Gabin,"Lyon, France",within an hour,,4.0,t,45.75767,Entire condo,2,1.0,65.0,15,2,1125,1125.0,51,356,53,2024-12-07,4.71,4.87,t,3,0
6473,Tropic Love Room,Agathe,,within an hour,t,2.0,t,45.77381,Entire condo,2,1.0,94.0,3,1,1125,1125.0,45,162,114,2024-12-12,4.87,4.84,t,2,0
6474,Canut chaleureux au cœur de la Croix Rousse,Jeremy,"Chazay-d'Azergues, France",,f,1.0,t,45.774615,Entire rental unit,2,1.0,,365,1,365,365.0,0,0,0,2022-11-01,5.0,5.0,f,1,0
6475,Chambre cosy sur la presque-île de Lyon !,Nicolas,"Lyon, France",within an hour,t,1.0,t,45.74907,Private room in rental unit,1,1.0,42.0,4,1,4,4.0,16,41,41,2024-12-08,4.99,4.96,f,0,0
6476,128 Thiers,Romain,"Lyon, France",within an hour,,104.0,t,45.77016,Entire rental unit,7,2.0,85.0,1125,3,1125,900.2,0,75,0,2022-09-25,5.0,5.0,f,52,0
6477,appartement cosy avec terrasse,Raphaelle,"Lyon, France",within a day,f,1.0,t,45.7537120942496,Entire rental unit,2,1.0,120.0,365,1,365,365.0,53,173,0,2023-09-25,4.8,4.67,f,1,0
6478,"Superbe appartement rénové, à 20min de Lyon centre",Olivier,"Lyon, France",,f,2.0,t,45.80079,Entire rental unit,2,1.0,,365,2,365,365.0,0,0,0,,,,f,2,0
6479,Pépite rare située au cœur battant du Vieux Lyon,Eric,"Lyon, France",within an hour,f,2.0,t,45.7601450605848,Entire loft,8,2.0,189.0,365,1,365,365.0,37,142,57,2024-12-01,4.6,4.94,f,1,0
6480,Duplex cosy proche Part Dieu,Agathe,"Lyon, France",,f,1.0,t,45.75909,Entire rental unit,6,2.0,,365,2,365,365.0,0,0,0,2023-12-10,4.33,4.67,f,1,0
6481,"Le Livingstone, un lieu magique pour 2 personnes",WeHost,"Lyon, France",within an hour,f,53.0,t,45.7537774,Entire rental unit,2,1.0,92.0,90,5,90,90.0,30,150,20,2024-11-23,4.9,4.69,t,41,0
6482,Appartement central au cœur du 6e,Antonin,,within a day,t,1.0,t,45.76727,Entire rental unit,2,1.0,75.0,120,1,120,120.0,11,41,23,2024-09-29,4.86,4.91,f,1,0
6483,Charmant studio Lyon Terreaux - hyper centre,Aline,"Lyon, France",within an hour,f,62.0,t,45.7663142835635,Entire rental unit,2,1.0,57.0,365,1,1125,1125.0,58,284,61,2024-12-08,4.61,4.8,f,21,0
6484,Lumineux 100 m2 avec terrasse - Secteur Gare,Anaïs,"Lyon, France",within an hour,f,4.0,t,45.75549,Entire rental unit,6,3.0,246.0,30,2,30,30.0,21,71,8,2024-10-20,4.68,4.72,f,1,0
6485,2# Chambre privée à proximité de Jean-Macé,Alexandre Amine,"Lyon, France",within an hour,t,5.0,t,45.7400529445414,Private room in rental unit,6,1.0,35.0,1125,1,1125,1125.0,53,358,35,2024-12-01,4.71,4.57,f,1,1
6486,Appartement de charme avec son extérieur au calme,Henri,"Lyon, France",within a day,t,1.0,t,45.7557576,Entire rental unit,4,1.0,130.0,120,365,365,131.6,59,351,40,2024-11-03,4.85,4.9,f,1,0
6487,Lyon : Joli appartement lumineux,Philippine,"Lyon, France",,f,1.0,t,45.74787,Entire rental unit,2,1.0,65.0,365,2,365,365.0,0,288,2,2024-12-08,4.11,4.78,f,1,0
6488,GuestReady - Modern Apt in Lyon,Laurent,,within an hour,f,1.0,t,45.7628,Entire rental unit,4,2.0,166.0,1125,2,1125,1013.9,38,38,41,2024-12-01,4.46,4.97,t,1,0
6489,"Appartement de 50m2 rue Mercière, Lyon 2ème",Gaelle,"Saint-Galmier, France",within an hour,t,3.0,t,45.7632252623407,Entire rental unit,2,0.0,152.0,119,2,119,119.0,48,349,5,2024-09-28,4.96,5.0,f,1,0
6490,Royal Spa Chazette,Agathe,,within an hour,t,2.0,t,45.7734963802882,Entire rental unit,2,1.0,114.0,3,1,1125,1125.0,41,345,185,2024-12-13,4.75,4.75,t,2,0
6491,Dify Reinach - Jean Macé,Agrippine,,,f,43.0,t,45.74999,Entire rental unit,4,1.0,59.0,1125,5,1125,70.9,33,338,47,2024-12-03,4.68,4.65,t,35,0
6492,Chambre Privée La salle de bain toilette partages,Françoise,"Lyon, France",within an hour,f,1.0,t,45.741185,Private room in rental unit,2,1.0,50.0,1125,1,1125,1125.0,0,87,91,2024-10-11,4.69,4.62,t,0,0
6493,Chambre privée avec bureau au calme,Guillaume,"Nice, France",within a few hours,f,2.0,t,45.75078,Private room in rental unit,1,1.0,39.0,365,4,365,365.0,23,233,18,2024-12-06,4.86,4.86,f,0,0
6494,Appartement partagé proche Part Dieu,Valérie,"Villeurbanne, France",,f,2.0,t,45.75338,Private room in condo,2,1.0,50.0,170,120,170,170.0,45,217,0,,,,f,0,0
6495,"Lyon, croix rousse, un petit canut",Anne-Claire,"Lyon, France",within a few hours,f,1.0,t,45.7751723,Entire rental unit,4,1.0,104.0,365,2,365,365.0,52,172,8,2024-11-24,4.72,4.84,f,1,0
6496,Chambre et petit déjeuner avec vue sur Saône,Jean Et Olivier,"Lyon, France",within an hour,f,1.0,t,45.767,Private room in rental unit,2,1.0,76.0,5,1,5,5.0,25,330,3,2024-12-08,5.0,4.9,f,0,0
6497,Appartement lumineux en étage proche de Jean Macé,Justine Et Cyrille,"Lyon, France",within an hour,t,1.0,t,45.74258,Entire rental unit,2,1.0,58.0,5,2,1125,1125.0,24,95,34,2024-11-22,5.0,4.45,f,1,0
6498,Lyon : appartement avec belle vue sur la ville,Claire,"Lyon, France",within a day,f,1.0,t,45.7653,Entire condo,2,1.0,,60,14,60,60.0,0,0,1,2024-05-12,4.47,4.93,f,1,0
6499,Superbe appartement avec 2 balcons à côté du Rhône,Sébastien,"Paris, France",,f,1.0,t,45.74822,Entire rental unit,3,1.0,,6,2,6,6.0,0,0,0,2023-12-03,5.0,4.93,f,1,0
6500,"Spacious, warm and family friendly - parking AIL",Jean Philippe,,,f,1.0,t,45.7712103,Entire rental unit,4,2.0,,1125,1,1125,1125.0,0,0,7,2024-07-05,4.33,4.89,t,1,0
6501,T2 Moulin à vent,Clara,,,f,2.0,f,45.7295,Entire rental unit,2,1.0,75.0,1125,22,1125,1125.0,14,210,0,2023-06-17,4.33,4.67,f,1,0
6502,Charmant Appartement Au Coeur De Lyon,Kévin,,,f,1.0,t,45.752043,Entire rental unit,2,1.0,,1125,1,1125,1125.0,0,0,0,2023-07-14,4.83,4.83,f,1,0
6503,Le Loft Ethnic - Beautiful view on the Saône,Agence COCOONR / BOOK&PAY,"Rennes, France",,f,3535.0,t,45.7662677,Entire loft,4,0.0,107.0,365,5,365,365.0,44,332,9,2024-11-25,4.7,4.8,t,43,0
6504,Lyon 1er superbe appartement en résidence,Amelle,,,f,1.0,t,45.77061,Entire condo,3,1.0,,360,1,1125,1125.0,0,0,0,2023-10-01,4.96,4.85,f,1,0
6505,Your own private dorm with a spa: shower & bathtub,Antoine,"Lyon, France",within an hour,t,1.0,t,45.7733145335733,Private room in rental unit,2,1.0,58.0,15,2,15,15.0,4,4,39,2024-11-11,4.98,4.87,f,0,0
6506,Chambre spacieuse tout confort,Amaury,"Lyon, France",within an hour,f,1.0,t,45.7560323639251,Private room in rental unit,2,1.0,90.0,1125,1,1125,1125.0,39,159,42,2024-12-08,4.95,4.88,f,0,0
6507,Très bel appartement rénové avec balcon et parking,WeHost,"Lyon, France",within an hour,f,53.0,t,45.73955,Entire rental unit,2,1.0,63.0,60,3,60,60.0,54,174,26,2024-12-08,4.21,4.58,f,41,0
6508,T3 Appartement 70m2 Part Dieu,Virginie,"Lyon, France",,f,14.0,t,45.75477,Entire rental unit,4,2.0,,365,2,365,365.0,0,0,5,2024-09-26,5.0,4.93,t,4,0
6509,Cosy and bright with balcony - Confluence AIL,Louis,,,t,1.0,t,45.7447748,Entire rental unit,4,2.0,,1125,1,1125,1125.0,0,0,25,2024-08-18,4.66,4.86,f,1,0
6510,unique! Maison sur 1 toit avec vue extraordinaire!,Jim,"Lyon, France",within a few hours,t,1.0,t,45.754493,Entire rental unit,2,0.0,65.0,1125,30,1125,1125.0,10,242,6,2024-10-12,5.0,5.0,f,1,0
6511,GuestReady - Serene Retreat in La Guillotière,Damien,,,f,1.0,f,45.75083,Entire rental unit,4,1.0,119.0,1125,1,1125,499.7,0,228,4,2024-06-16,4.5,4.6,t,1,0
6512,Le Prasourin - balcon et garage privé,Yves,"Laragne-Montéglin, France",within an hour,t,1.0,t,45.744129,Entire rental unit,4,2.0,116.0,30,3,30,30.0,44,121,15,2024-11-18,4.73,4.68,f,1,0
6513,Lyon centre appartement meublé,Antoine,"Lyon, France",within an hour,t,5.0,t,45.7404673,Entire rental unit,2,0.0,58.0,30,4,1125,1125.0,21,92,66,2024-12-01,4.74,4.57,t,1,0
6514,Chambre privée au cœur de la Presqu'île (1°),Madeleine,"Lyon, France",within a day,f,1.0,t,45.76777,Private room in rental unit,2,1.0,120.0,3,1,3,3.0,46,351,3,2024-12-08,5.0,4.9,f,0,0
6515,T2 avec terrasse à 5mn à pied de la gare Part-Dieu,Geoffroy,"Lyon, France",within a day,f,1.0,t,45.7555163,Entire rental unit,2,1.0,164.0,32,3,32,32.0,59,89,1,2024-06-04,4.78,4.78,f,1,0
6516,Appartement entier avec terrasse proche gare,Victor,"Douai, France",within a few hours,f,1.0,t,45.75898,Entire rental unit,4,1.0,150.0,1125,2,1125,1125.0,51,353,6,2024-10-06,4.8,4.87,f,1,0
6517,Lyon:superbe canut duplex périmètre Unesco,Marc,"Saint-Jean-de-Thurigneux, France",within a few hours,f,2.0,t,45.77153,Entire rental unit,4,2.0,87.0,365,30,365,365.0,0,168,0,2022-11-09,5.0,5.0,f,1,0
6518,"Lyon 9, T2 avec balcon à 2 min à pied du métro D",Charlotte,"Montpellier, France",within a day,t,1.0,t,45.77979,Entire rental unit,4,1.0,80.0,365,1,365,365.0,2,17,3,2024-12-08,4.94,4.89,f,1,0
6519,Haven of peace in the heart of Lyon,Bruno,"Lyon, France",within an hour,f,1.0,t,45.7662184,Entire rental unit,4,1.0,91.0,1125,4,1125,690.6,27,138,27,2024-11-27,4.46,4.95,f,1,0
6520,"Charming apartment, heart 7th, Berges-Rhône",Damien,"Lyon, France",,f,177.0,t,45.7504,Entire rental unit,2,1.0,49.0,90,2,1125,1125.0,36,246,42,2024-12-01,4.56,4.72,f,107,0
6521,La Belle Vie / Chambre 2,Léna,"Lyon, France",within a few hours,f,5.0,t,45.77348,Private room in rental unit,1,1.0,39.0,365,3,365,365.0,25,46,9,2024-11-14,4.67,4.87,f,1,0
6522,Chambre calme dans bel appartement 15 mn du centre,Flora,"Saint-Étienne, France",within a few hours,f,1.0,t,45.7489064526186,Private room in rental unit,2,,,60,1,60,60.0,0,0,0,2023-12-09,5.0,4.89,f,0,0
6523,Grand appartement avec balcon et climatisation,Nicolas,,within an hour,,13.0,t,45.7633687,Entire rental unit,4,2.0,107.0,1125,3,1125,88.1,35,340,57,2024-12-04,4.76,4.74,t,2,0
6524,Le Jacobin/hypercentre/Lyon,Lucas,"Lyon, France",within an hour,t,32.0,t,45.76274,Entire rental unit,4,1.0,70.0,365,2,1125,1125.0,34,339,47,2024-11-28,4.38,4.97,f,10,0
6525,SANS SOUCI au pied du métro,Florent,"Lyon, France",within an hour,t,2.0,t,45.74842,Entire rental unit,4,1.0,72.0,60,2,60,60.0,35,277,45,2024-11-24,4.95,4.92,f,1,0
6526,"Au cœur de Lyon, un appartement d'exception",Salima,"Lyon, France",within a day,f,1.0,t,45.75251,Entire rental unit,5,3.0,800.0,30,3,30,30.0,57,357,2,2024-06-03,5.0,5.0,f,1,0
6527,Superbe appartement idéal pour séjour amoureux,Claire,"Lyon, France",within a few hours,f,1.0,t,45.767733443892,Entire rental unit,2,1.0,,365,2,365,365.0,0,0,1,2024-12-08,5.0,5.0,f,1,0
6528,Appartement Lyon,Malige,"Lyon, France",within an hour,f,1.0,t,45.74102,Entire condo,2,1.0,78.0,365,2,365,365.0,18,48,4,2024-12-08,5.0,4.71,f,1,0
6529,Le Petit Bonald- studio Universités Lyon 2 et 3,David,"Lyon, France",within an hour,f,134.0,t,45.75417,Entire rental unit,2,1.0,34.0,1125,365,680,497.4,56,361,7,2024-07-27,4.52,4.78,t,83,0
6530,Typique appartement lyonnais lyon centre,Amelie,"Lyon, France",within a few hours,f,2.0,t,45.7565965,Entire rental unit,6,3.0,223.0,365,2,365,365.0,15,50,13,2024-12-01,4.76,4.65,f,1,0
6531,Beautiful apartment with balcony and 2 bedrooms,Timothé,"Lyon, France",within an hour,f,1.0,t,45.7478122442444,Entire condo,4,2.0,,365,90,365,365.0,0,0,1,2024-12-08,5.0,4.91,f,1,0
6532,Bluemary - Spacieux T3 + Garage + balcon,Agence COCOONR / BOOK&PAY,"Rennes, France",,f,3535.0,t,45.77654,Entire rental unit,4,2.0,169.0,365,5,365,365.0,41,333,8,2024-08-25,4.77,4.82,t,43,0
6533,Lyon : chambre d’enfant colorée,Delphine,"Lyon, France",within an hour,,4.0,t,45.76015,Private room in bed and breakfast,1,,,365,1,365,365.0,0,0,69,2024-11-15,4.76,4.91,t,0,0
6534,Appartement situé au cœur du vieux Lyon,Melanie,"Villard-Bonnot, France",,f,1.0,t,45.76559,Entire rental unit,2,1.0,,15,2,1125,1125.0,0,0,0,2023-10-01,4.82,5.0,f,1,0
6535,Appartement canut  au cœur du centre ville,Maxime,,,f,1.0,f,45.77104,Entire rental unit,2,1.0,,365,365,365,365.0,59,364,0,2023-05-21,4.0,5.0,f,1,0
6536,Le Dandy - Grand T3 au pied du métro Garibaldi,Agence COCOONR / BOOK&PAY,"Rennes, France",,f,3535.0,t,45.7516747,Entire rental unit,4,2.0,143.0,365,5,365,365.0,26,216,11,2024-11-25,4.76,4.67,t,43,0
6537,Appartement cosy au calme près des quais de Saône,Fatiha,"Lyon, France",within an hour,f,1.0,f,45.77225,Entire rental unit,2,0.0,85.0,365,1,365,365.0,59,89,7,2024-12-08,4.89,4.37,f,1,0
6538,Appartement cosy et lumineux à la Croix Rousse,Julia Et Tom,"Lyon, France",within a few hours,f,3.0,t,45.7763991,Entire rental unit,3,2.0,101.0,365,2,365,365.0,41,330,24,2024-12-08,4.91,4.87,f,1,0
6539,"Beau studio tout équipé, croix rousse",Aymeric,,within a day,t,2.0,t,45.77873,Entire rental unit,2,1.0,55.0,31,2,31,31.0,10,263,5,2024-12-08,4.95,4.9,f,2,0
6540,Appartement Cosy Plein Centre,Clémence,,,f,1.0,t,45.76589,Entire rental unit,4,2.0,,365,2,365,365.0,0,0,0,2023-10-06,5.0,5.0,f,1,0
6541,Le cocon arty d'Anna,Anne-Claire,"Lyon, France",within an hour,t,1.0,t,45.76941,Entire rental unit,8,3.0,340.0,365,2,365,365.0,52,260,11,2024-12-08,4.97,4.81,f,1,0
6542,Lyon : bel appartement au coeur de la presqu'ile,Paul,"Lyon, France",,f,1.0,t,45.7632,Entire rental unit,2,1.0,,365,1,365,365.0,0,0,0,2023-10-22,4.42,5.0,f,1,0
6543,Appartement lumineux proche de la gare,Thibault,"Lyon, France",,f,1.0,f,45.75925,Entire rental unit,2,2.0,,2,1,2,2.0,0,0,0,2022-10-05,5.0,5.0,f,1,0
6544,GuestReady - Bright Haven in La Part-Dieu,Juliette,,within an hour,t,1.0,t,45.76228,Entire rental unit,2,0.0,110.0,1125,1,1125,238.9,23,328,14,2024-11-30,4.68,4.84,t,1,0
6545,"Superbe T1bis meublé 36m2, coeur du VieuxLyon WIFI",Segolene,"Lyon, France",within an hour,t,3.0,t,45.7672273,Entire rental unit,2,1.0,37.0,1000,30,1000,1000.0,0,259,4,2024-06-25,4.71,5.0,f,1,0
6546,"Flamingo Vibes – Your stylish two-rooms flat, Lyon",Damien,"Lyon, France",,f,177.0,t,45.7561501177548,Entire rental unit,2,1.0,53.0,90,2,1125,1125.0,49,259,46,2024-11-30,4.76,4.62,f,107,0
6547,"superbe appartement ""Canut"" 115 M2",Paolo,"Lyon, France",within a few hours,t,1.0,t,45.772846,Entire rental unit,4,2.0,200.0,365,3,365,365.0,42,72,7,2024-12-08,4.88,4.84,f,1,0
6548,Le petit Rochette - Appartement 2 pers- Jean Macé,David,"Lyon, France",within an hour,f,134.0,t,45.7467219,Entire rental unit,2,1.0,52.0,1125,31,686,503.4,56,355,2,2024-07-21,4.65,4.71,t,83,0
6549,Appartement design vue imprenable sur Fourvière,Alicia,"Lyon, France",within a few hours,f,1.0,t,45.77187,Entire rental unit,4,1.0,169.0,365,1,365,365.0,10,10,6,2024-11-03,5.0,5.0,f,1,0
6550,Amazing flat 2 bed rooms downtown,Sébastien,"Lyon, France",within an hour,f,25.0,t,45.77189,Entire rental unit,4,2.0,140.0,1125,31,686,503.4,23,70,7,2024-11-11,4.73,5.0,t,15,0
6551,Chambre dans appartement cosy et lumineux,Anna,"Lyon, France",,t,1.0,f,45.751232,Private room in rental unit,2,1.0,48.0,15,2,15,15.0,6,6,1,2024-02-18,4.81,4.81,f,0,0
6552,"Chambre 2 dans appartement spacieux, Lyon.",Andréa,"Lyon, France",a few days or more,f,2.0,f,45.78484,Private room in condo,2,1.0,65.0,365,1,365,365.0,60,365,1,2024-09-13,5.0,5.0,f,0,0
6553,Chambre chaleureuse avec parking gratuit sur place,Aurelia,"Lyon, France",within a few hours,t,1.0,f,45.76608,Private room in home,2,1.0,70.0,7,1,7,7.0,55,359,24,2024-12-01,4.79,4.76,f,0,0
6554,Appartement au coeur de Lyon - Berges du Rhône,Grégoire,"Villeurbanne, France",,f,1.0,t,45.7489957295778,Entire rental unit,4,1.0,115.0,365,7,365,365.0,7,7,2,2024-07-28,5.0,4.92,f,1,0
6555,Appartement ancien et cosy avec balcon,Ambrine,"Lyon, France",within an hour,f,1.0,t,45.7534242,Entire rental unit,2,1.0,75.0,3,1,3,3.0,30,78,7,2024-09-29,4.81,4.89,f,1,0
6556,Cocon coloré proche Jean Macé,Delphine,"Lyon, France",a few days or more,f,1.0,t,45.7374488619852,Entire rental unit,4,2.0,80.0,7,2,7,7.0,53,358,0,,,,f,1,0
6557,Chambre de charme en bord de Rhone,Vanina,"Lyon, France",within an hour,t,2.0,t,45.773811,Private room in rental unit,2,1.0,61.0,365,2,365,365.0,40,56,26,2024-12-09,4.91,4.96,f,0,0
6558,Chambre avec vue sur le Rhône,Vanina,"Lyon, France",within an hour,t,2.0,t,45.77482,Private room in rental unit,2,1.0,75.0,90,1,90,90.0,27,57,0,2023-12-09,4.97,4.94,f,0,0
6559,Chambre privée dans un appartement cosy,Ilana,"Paris, France",,f,1.0,t,45.73478,Private room in condo,1,,,3,1,3,3.0,0,0,2,2023-12-17,4.94,4.88,f,0,0
6560,Superbe appartement lumineux,Erwin,"Paris, France",,f,1.0,t,45.77609,Entire rental unit,2,,,365,365,365,365.0,58,363,0,,,,f,1,0
6561,Très bel appartement avec balcon,Adrian,"Lyon, France",,f,1.0,t,45.7529201,Entire rental unit,3,2.0,,365,360,365,365.0,60,90,0,2022-11-20,4.56,4.89,f,1,0
6562,Le Gatsby - Superbe cocon cosy 1mn place Bellecour,Romain,"Lyon, France",within an hour,,104.0,t,45.7598274592649,Entire rental unit,3,0.0,72.0,1125,3,1125,196.7,53,358,50,2024-12-11,4.53,4.73,f,52,0
6563,Cosy et Lumineux / Avec Garage Sécurisé,Vivien,"Villeurbanne, France",,f,2.0,t,45.72286,Entire condo,5,1.0,,365,1,365,365.0,0,0,0,2023-03-20,4.93,4.66,t,2,0
6564,warm duplex | city-center - 2 room - 70m²,Minh,"Lyon, France",within an hour,f,1.0,t,45.7414348,Entire condo,6,2.0,100.0,1125,2,1125,1125.0,2,2,7,2024-12-01,5.0,4.57,f,1,0
6565,Chambre dans le 5em à 2 min des transports.,Julien,"Lyon, France",,t,3.0,t,45.75153,Private room in rental unit,1,1.0,37.0,15,3,15,15.0,0,8,6,2024-10-03,4.67,4.75,f,0,0
6566,Chambre dans un joli appartement très bien placé !,Achille,"Lyon, France",,t,2.0,t,45.73969,Private room in rental unit,1,,,1,1,1,1.0,0,0,5,2024-07-23,4.94,4.9,f,1,0
6567,"Studio rénové, style, climatisation",Aline,"Lyon, France",within an hour,f,62.0,t,45.7618859,Entire rental unit,2,0.0,100.0,365,1,1125,1125.0,49,122,34,2024-12-11,4.64,4.92,t,21,0
6568,Le Jacobins/Apartment 4 People AIL,Emilie,,,f,1.0,f,45.7599527,Entire rental unit,4,1.0,128.0,1125,4,1125,682.6,41,161,1,2024-01-04,4.56,4.96,f,1,0
6569,Chambre dans mon appartement coquet avec balcon,Claire,"Lyon, France",within an hour,f,3.0,t,45.780504591219,Private room in rental unit,2,,,365,7,365,365.0,0,0,10,2024-08-18,4.92,4.62,f,0,0
6570,Quai du Rhône: Two bedroom apartement,Vid,"Lyon, France",within an hour,t,3.0,t,45.73454,Entire condo,5,2.0,88.0,365,2,365,365.0,2,21,12,2024-11-10,4.79,4.58,t,1,0
6571,Lyon : appartement spacieux,Antoine,"Lyon, France",,f,2.0,t,45.7653335,Entire rental unit,4,1.0,,4,2,4,4.0,0,0,0,,,,f,1,0
6572,Appartement de standing avec conciergerie 24/24,Davia,,within an hour,f,10.0,t,45.7705,Entire rental unit,6,3.0,224.0,365,30,1125,1125.0,60,365,0,,,,t,1,0
6573,Le Raffiné avec Caractère en hypercentre,Guillaume,"Lyon, France",within an hour,,55.0,t,45.7656102,Entire rental unit,4,1.0,81.0,1125,3,1125,33.8,58,238,10,2024-10-10,4.75,4.93,f,22,0
6574,"Lyon 6, Proche du Parc Tête d'Or et métro 5mn",Bruno,,within an hour,t,1.0,t,45.7720978619249,Entire rental unit,4,2.0,186.0,1125,3,1125,1125.0,46,76,17,2024-12-08,4.73,4.91,t,1,0
